objectid_1,name,state_name,outage_count,county_status,customer_count,percent_out,county_id,timestamp,global_id,edit_date
3,Grady,Georgia,1,#004FA2,9525,0.010498687664041995,195,2024-10-21 08:34:31,445e9f50-bf2b-4357-b615-22019ef87eb2,2024-10-21 08:34:33
5,Baker,Georgia,3,#0250A0,2729,0.10993037742762918,4229,2024-10-21 08:34:31,98c79a5e-2501-4fdd-bdb8-280b6d5a2479,2024-10-21 08:34:33
11,Mitchell,Georgia,11,#0250A0,10569,0.10407796385656164,231,2024-10-21 08:34:31,19050b21-9129-45a6-8139-d0d6bbf4054e,2024-10-21 08:34:33
12,Worth,Georgia,10,#0250A0,8714,0.11475786091347258,289,2024-10-21 08:34:31,8e1b5b62-0eae-4b6a-889d-61357636883e,2024-10-21 08:34:33
15,Muscogee,Georgia,1,#004FA2,93541,0.001069049935322479,236,2024-10-21 08:34:31,b28e4850-0abd-46c1-9856-5b0e5928eb16,2024-10-21 08:34:33
19,Webster,Georgia,1,#014FA1,1839,0.0543773790103317,282,2024-10-21 08:34:31,70af0824-ba63-4600-b6d6-f21d37a3a8b2,2024-10-21 08:34:33
26,Polk,Georgia,1,#004FA2,19967,0.005008263634997747,246,2024-10-21 08:34:31,0188fa88-74b6-4947-b2dd-a21143a41f6b,2024-10-21 08:34:33
31,Troup,Georgia,1,#004FA2,18608,0.005374032674118658,271,2024-10-21 08:34:31,378c3761-fd2d-47cc-bf21-2b8e35a734d5,2024-10-21 08:34:33
35,Upson,Georgia,23,#03519F,11577,0.19866977628055627,275,2024-10-21 08:34:31,c37ae3f2-7cdb-4008-9812-b5041ef0397e,2024-10-21 08:34:33
39,Pike,Georgia,10,#0150A1,12080,0.08278145695364239,245,2024-10-21 08:34:31,caf5b83c-5e63-4183-b757-482c3429463b,2024-10-21 08:34:33
42,Cobb,Georgia,1,#004FA2,347126,0.0002880798326832332,164,2024-10-21 08:34:31,13cc04ee-4fee-4330-ab59-270d290361b8,2024-10-21 08:34:33
46,Paulding,Georgia,1,#004FA2,73082,0.0013683259899838537,241,2024-10-21 08:34:31,d8231557-9eef-46e9-a506-22b12651af49,2024-10-21 08:34:33
47,Clayton,Georgia,1,#004FA2,123818,0.0008076370156196999,162,2024-10-21 08:34:31,ab039b0b-a178-4697-9a92-a781c221c41e,2024-10-21 08:34:33
50,Rockdale,Georgia,5,#004FA2,41632,0.012009992313604919,253,2024-10-21 08:34:31,88d42973-869d-4940-83bc-4cf6244cf820,2024-10-21 08:34:33
51,Dekalb,Georgia,1,#004FA2,361820,0.00027638052070090097,175,2024-10-21 08:34:31,585a8660-f217-4db4-93f2-a6a346aaa44e,2024-10-21 08:34:33
52,Fulton,Georgia,1,#004FA2,521392,0.00019179427379016173,190,2024-10-21 08:34:31,9c03a53a-ae74-499c-b638-9f6781013069,2024-10-21 08:34:33
53,Gwinnett,Georgia,7,#004FA2,378053,0.0018515922370672894,197,2024-10-21 08:34:31,c7eaa7d4-a942-437b-89ac-041ba67e2c94,2024-10-21 08:34:33
60,Gordon,Georgia,1,#004FA2,31498,0.003174804749507905,194,2024-10-21 08:34:31,94608c2d-bdb5-4114-a9db-d9a7364b8896,2024-10-21 08:34:33
64,Dawson,Georgia,1,#004FA2,19489,0.005131099594643132,173,2024-10-21 08:34:31,f7815674-9bc7-4a0d-8454-492a69e4cf54,2024-10-21 08:34:33
66,Hall,Georgia,2,#004FA2,97902,0.0020428591857163288,199,2024-10-21 08:34:31,e54c40a3-7bfe-4f4e-a15f-13184405318d,2024-10-21 08:34:33
72,Brooks,Georgia,1,#004FA2,9322,0.010727311735679038,145,2024-10-21 08:34:31,03dff91e-42e0-4178-add9-1be3b21f4b6d,2024-10-21 08:34:33
73,Lowndes,Georgia,1,#004FA2,61085,0.0016370631087828436,222,2024-10-21 08:34:31,1ba90d39-8182-4b98-8421-93c8d0da39ad,2024-10-21 08:34:33
77,Berrien,Georgia,9,#0150A1,12125,0.07422680412371134,141,2024-10-21 08:34:31,ac0fa44e-3a71-46a3-96ef-c0a1acc1f76a,2024-10-21 08:34:33
79,Cook,Georgia,2,#004FA2,9179,0.02178886588953045,168,2024-10-21 08:34:31,295442cf-e3fa-418f-a769-2afe99d731d4,2024-10-21 08:34:33
81,Tift,Georgia,4,#004FA2,20677,0.019345166126614112,268,2024-10-21 08:34:31,0b24c247-3ebd-4696-a5c5-9517a25040e4,2024-10-21 08:34:33
84,Coffee,Georgia,3,#004FA2,16918,0.017732592505024233,165,2024-10-21 08:34:31,717c5f68-9a82-4ddb-9001-46945498b6dd,2024-10-21 08:34:33
86,Ben Hill,Georgia,1,#004FA2,3441,0.029061319383900032,140,2024-10-21 08:34:31,5b97396c-ecda-43f9-8599-6186f5356309,2024-10-21 08:34:33
98,Montgomery,Georgia,1,#014FA1,1717,0.05824111822947001,233,2024-10-21 08:34:31,f7380c65-75c1-43c4-a41e-7236cfabf4c6,2024-10-21 08:34:33
104,Wayne,Georgia,3,#004FA2,16942,0.017707472553417543,281,2024-10-21 08:34:31,d6d7eb95-9206-4d7f-bb8b-165a51e41e50,2024-10-21 08:34:33
105,Camden,Georgia,1,#004FA2,28399,0.003521250748265784,151,2024-10-21 08:34:31,5323e6e5-6cd4-4798-93f5-0ea8518f99b6,2024-10-21 08:34:33
106,Glynn,Georgia,1,#004FA2,51184,0.0019537355423569864,193,2024-10-21 08:34:31,9b3f33f4-5ba9-4d65-a5c6-2e995c84515f,2024-10-21 08:34:33
111,Tattnall,Georgia,1,#004FA2,19000,0.005263157894736842,263,2024-10-21 08:34:31,ec8767bc-d51d-41ba-afd7-b210ead24e51,2024-10-21 08:34:33
113,Long,Georgia,1,#004FA2,8564,0.011676786548341896,221,2024-10-21 08:34:31,a96353b1-f2ef-4e8f-b606-21a379e226b5,2024-10-21 08:34:33
116,Bulloch,Georgia,154,#04519E,58895,0.26148229900670683,147,2024-10-21 08:34:31,660abe24-2d55-4544-a238-9dd82e1fa44a,2024-10-21 08:34:33
118,Bibb,Georgia,1,#004FA2,79169,0.001263120665917215,142,2024-10-21 08:34:31,a26dc8a8-064c-4e03-a279-dc9ab9554f38,2024-10-21 08:34:33
132,Walton,Georgia,1,#004FA2,38441,0.0026013891418017222,277,2024-10-21 08:34:31,987c688f-22db-4d30-a9a8-ccbb5c08c795,2024-10-21 08:34:33
133,Clarke,Georgia,6,#004FA2,64937,0.009239724656205244,160,2024-10-21 08:34:31,69f3a5cf-6c85-4618-b0a1-7cb316e6059d,2024-10-21 08:34:33
138,Warren,Georgia,1,#004FA2,3431,0.02914602156805596,279,2024-10-21 08:34:31,0dfbb05d-e3a2-4952-9c78-8b4a66741662,2024-10-21 08:34:33
142,Burke,Georgia,1,#004FA2,14082,0.00710126402499645,148,2024-10-21 08:34:31,33b3e3b1-2f60-4e2d-9f90-e87a9364c162,2024-10-21 08:34:33
144,Jefferson,Georgia,11,#0250A0,9723,0.11313380643834206,211,2024-10-21 08:34:31,dbe29682-a81b-4577-b9b9-757f7b4a4645,2024-10-21 08:34:33
145,Jenkins,Georgia,3,#014FA1,5292,0.05668934240362812,212,2024-10-21 08:34:31,5289a982-a94b-414d-a990-9e1703d8b304,2024-10-21 08:34:33
146,Screven,Georgia,2,#004FA2,7810,0.02560819462227913,255,2024-10-21 08:34:31,5febe1a0-b382-4243-ac06-aec57fa4e328,2024-10-21 08:34:33
147,Columbia,Georgia,1,#004FA2,70474,0.0014189630218236513,167,2024-10-21 08:34:31,f6703b0e-b078-4608-92a0-c7f17c581c18,2024-10-21 08:34:33
150,Richmond,Georgia,1,#004FA2,101888,0.000981469849246231,252,2024-10-21 08:34:31,7430f205-83c1-494b-b9db-6c15a1c575e1,2024-10-21 08:34:33
151,Chatham,Georgia,1,#004FA2,164606,0.0006075112693340461,156,2024-10-21 08:34:31,0da15935-fc26-4b81-8ab3-c77e28a4c718,2024-10-21 08:34:33
