objectid_1,name,state_name,outage_count,county_status,customer_count,percent_out,county_id,timestamp,global_id,edit_date
7,Clay,Georgia,1,#014FA1,2545,0.03929273084479371,161,2024-11-01 17:19:49,7fdc9bfa-684b-4a3d-a40a-0117f829a05e,2024-11-01 17:19:51
8,Dougherty,Georgia,8,#0150A1,11717,0.06827686267815994,178,2024-11-01 17:19:49,4fdf8179-bb15-4f84-9011-6c125e67d994,2024-11-01 17:19:51
12,Worth,Georgia,9,#0250A0,8712,0.10330578512396695,289,2024-11-01 17:19:49,8e1b5b62-0eae-4b6a-889d-61357636883e,2024-11-01 17:19:51
15,Muscogee,Georgia,1,#004FA2,93643,0.001067885479961129,236,2024-11-01 17:19:49,b28e4850-0abd-46c1-9856-5b0e5928eb16,2024-11-01 17:19:51
22,Schley,Georgia,1,#0150A1,1503,0.0665335994677312,254,2024-11-01 17:19:49,e85f9a18-3c09-4391-a9d4-3a8337b12303,2024-11-01 17:19:51
41,Carroll,Georgia,2,#004FA2,57963,0.003450477028449183,153,2024-11-01 17:19:49,80b4b202-bebf-4d65-831e-ce910f2370fc,2024-11-01 17:19:51
42,Cobb,Georgia,2,#004FA2,347178,0.0005760733687042382,164,2024-11-01 17:19:49,13cc04ee-4fee-4330-ab59-270d290361b8,2024-11-01 17:19:51
44,Douglas,Georgia,1,#004FA2,65683,0.0015224639556658496,179,2024-11-01 17:19:49,3c3b2906-07ba-4508-9a02-fa74ddc0169d,2024-11-01 17:19:51
47,Clayton,Georgia,1,#004FA2,123909,0.0008070438789756999,162,2024-11-01 17:19:49,ab039b0b-a178-4697-9a92-a781c221c41e,2024-11-01 17:19:51
48,Henry,Georgia,1,#004FA2,106781,0.0009364961931429749,205,2024-11-01 17:19:49,e89d9f8c-720c-4c34-aa1e-a48bbe17fbe3,2024-11-01 17:19:51
51,Dekalb,Georgia,14,#004FA2,362062,0.0038667410553993513,175,2024-11-01 17:19:49,585a8660-f217-4db4-93f2-a6a346aaa44e,2024-11-01 17:19:51
52,Fulton,Georgia,24,#004FA2,521978,0.004597894930437681,190,2024-11-01 17:19:49,9c03a53a-ae74-499c-b638-9f6781013069,2024-11-01 17:19:51
